quant-1  | Time: 2026-06-04T04:55:38.083422Z
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.6828, 'top_matches': 1, 'top_strategy': 'evo_5666_m'}
quant-1  | ALLOCATOR BEST: strategy=evo_5666_m score=0.6828 matches=1 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP PLAY/USDT: strict_filter trend=-0.00589 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP UBOX/USDT: strategy_threshold trend_ok=True momentum_ok=False long_trend_ok=False one_tick_ok=False trend=0.01047 momentum=0.00045 one_tick=0.00000 signal=0.01093
quant-1  | ALLOCATOR SKIP BILL/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00183 momentum=0.00148 one_tick=0.00000 signal=0.00651
quant-1  | ALLOCATOR SKIP GUA/USDT: strict_filter trend=-0.00944 momentum=0.00515 one_tick=0.00082
quant-1  | ALLOCATOR SKIP BSB/USDT: already_holding
quant-1  | ALLOCATOR SKIP ONDO/USDT: strict_filter trend=0.00134 momentum=-0.00187 one_tick=-0.00086
quant-1  | ALLOCATOR SKIP 9BIT/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=True trend=0.00023 momentum=0.00051 one_tick=0.00023 signal=0.00074
quant-1  | ALLOCATOR SKIP FIL/USDT: strict_filter trend=-0.00184 momentum=0.00068 one_tick=0.00103
quant-1  | ALLOCATOR SKIP SOL/USDT: strict_filter trend=-0.00037 momentum=0.00056 one_tick=0.00042
quant-1  | ALLOCATOR SKIP ZEC/USDT: strict_filter trend=0.00048 momentum=-0.00111 one_tick=-0.00221
quant-1  | ALLOCATOR SKIP BTC/USDT: strict_filter trend=-0.00002 momentum=0.00023 one_tick=-0.00005
quant-1  | ALLOCATOR SKIP ULTIMA/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=True trend=0.00011 momentum=0.00024 one_tick=0.00003 signal=0.00035
quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=-0.00912 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TTN/USDT: strict_filter trend=0.00027 momentum=-0.00079 one_tick=-0.00059
quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=-0.00132 momentum=-0.00112 one_tick=0.00000
quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=-0.00055 momentum=0.00025 one_tick=0.00000
quant-1  | ALLOCATOR SKIP INJ/USDT: strict_filter trend=-0.00158 momentum=0.00016 one_tick=0.00096
quant-1  | ALLOCATOR SKIP BDX/USDT: strict_filter trend=-0.00057 momentum=-0.00038 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TRX/USDT: strict_filter trend=0.00002 momentum=0.00000 one_tick=-0.00030
quant-1  | ALLOCATOR SKIP SUI/USDT: strict_filter trend=-0.00177 momentum=0.00012 one_tick=0.00000
quant-1  | ALLOCATOR SKIP WXT/USDT: strict_filter trend=-0.00014 momentum=0.00012 one_tick=0.00018
quant-1  | ALLOCATOR SKIP JGGL/USDT: strict_filter trend=0.00009 momentum=-0.00077 one_tick=0.00000
quant-1  | ALLOCATOR SKIP EUR/USDT: strict_filter trend=-0.00001 momentum=0.00009 one_tick=0.00017
quant-1  | ALLOCATOR SKIP MX/USDT: strict_filter trend=-0.00001 momentum=0.00006 one_tick=0.00000
quant-1  | ALLOCATOR SKIP GOLD(PAXG)/USDT: strict_filter trend=0.00005 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP USD1/USDT: strict_filter trend=0.00003 momentum=-0.00003 one_tick=-0.00002
quant-1  | ALLOCATOR SKIP ETH/USDT: strict_filter trend=0.00004 momentum=-0.00025 one_tick=-0.00005
quant-1  | ALLOCATOR SKIP RAIN/USDT: strict_filter trend=0.00004 momentum=-0.00067 one_tick=-0.00045
quant-1  | ALLOCATOR SKIP USDC/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=-0.00001
quant-1  | ALLOCATOR SKIP XRP/USDT: strict_filter trend=-0.00081 momentum=-0.00033 one_tick=-0.00042
quant-1  | ALLOCATOR SKIP DOGE/USDT: strict_filter trend=-0.00112 momentum=0.00000 one_tick=-0.00022
quant-1  | ALLOCATOR SKIP BNB/USDT: strict_filter trend=-0.00036 momentum=-0.00039 one_tick=-0.00026
quant-1  | ALLOCATOR SKIP TRIA/USDT: strict_filter trend=-0.00286 momentum=-0.00064 one_tick=-0.00064
quant-1  | ALLOCATOR SKIP ADA/USDT: strict_filter trend=-0.00040 momentum=-0.00100 one_tick=-0.00100
quant-1  | ALLOCATOR SKIP LTC/USDT: strict_filter trend=-0.00048 momentum=-0.00021 one_tick=-0.00043
quant-1  | ALLOCATOR SKIP HYPE/USDT: strict_filter trend=-0.00202 momentum=-0.00205 one_tick=-0.00164
quant-1  | ALLOCATOR SKIP BCH/USDT: strict_filter trend=-0.00234 momentum=-0.00163 one_tick=-0.00082
quant-1  | ALLOCATOR SKIP TAO/USDT: strict_filter trend=-0.00090 momentum=-0.00180 one_tick=-0.00063
quant-1  | ALLOCATOR SKIP DOT/USDT: strict_filter trend=-0.00000 momentum=-0.00093 one_tick=-0.00093
quant-1  | ALLOCATOR SKIP TRUMP/USDT: strict_filter trend=-0.00088 momentum=-0.00053 one_tick=-0.00106
quant-1  | ALLOCATOR SKIP NEAR/USDT: strict_filter trend=-0.00223 momentum=-0.00061 one_tick=0.00042
quant-1  | ALLOCATOR SKIP BEAT/USDT: strict_filter trend=-0.00926 momentum=-0.00082 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ASTER/USDT: strict_filter trend=-0.00621 momentum=-0.00090 one_tick=-0.00105
quant-1  | ALLOCATOR SKIP EDEN/USDT: strict_filter trend=-0.00121 momentum=-0.00110 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ETHFI/USDT: already_holding
quant-1  | ALLOCATOR SKIP GENIUS/USDT: strict_filter trend=-0.00509 momentum=-0.00034 one_tick=-0.00013
quant-1  | ALLOCATOR SKIP MOGU/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP XMR/USDT: already_holding
quant-1  | ALLOCATOR SKIP LINK/USDT: strict_filter trend=-0.00074 momentum=-0.00012 one_tick=-0.00024
quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=-0.00105 momentum=-0.00243 one_tick=-0.00054
quant-1  | ALLOCATOR SKIP SHIB/USDT: strict_filter trend=-0.00123 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PENGU/USDT: strict_filter trend=-0.00004 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=-0.00076 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP IN/USDT: strict_filter trend=-0.00033 momentum=-0.00055 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ATLA/USDT: strict_filter trend=-0.00163 momentum=-0.00006 one_tick=-0.00000
quant-1  | ALLOCATOR SKIP PENDLE/USDT: strict_filter trend=-0.00113 momentum=-0.00151 one_tick=-0.00227
quant-1  | ALLOCATOR SKIP AIXDROP/USDT: strict_filter trend=-0.00122 momentum=-0.00067 one_tick=-0.00004
quant-1  | ALLOCATOR SKIP TIA/USDT: strict_filter trend=-0.00135 momentum=-0.00169 one_tick=-0.00169
quant-1  | ALLOCATOR SKIP CAKE/USDT: strict_filter trend=-0.00087 momentum=-0.00080 one_tick=-0.00080
quant-1  | ALLOCATOR SKIP BOB/USDT: strict_filter trend=-0.00036 momentum=0.00000 one_tick=0.00000
quant-1  | [ACTIVE_POSITION_WATCHDOG] closing symbol=XMR/USDT reason=sideways_max_hold_exit qty=0.00431100 mark=360.29000000 pnl=-0.034574
quant-1  | [FILL_PERSISTENCE_ERROR] symbol=XMR/USDT side=sell qty=0.00431100195215211 error=OperationalError('cannot start a transaction within a transaction') source=active_position_watchdog
quant-1  | [ACTIVE_POSITION_WATCHDOG] error=cannot start a transaction within a transaction
quant-1  | [QUALITY_RANK] top-0: 
quant-1  | ENTRY QUALITY TOP 10: []
quant-1  | [ALLOCATOR_RESCUE] skipped reason=hard_exposure_gate exposure_pct=0.0551
