quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.67e-09
quant-1  | ORDERS: [{'symbol': 'GUA/USDT', 'side': 'buy', 'quantity': 1.347977405738722, 'expected_price': 0.92721, 'fill_price': 0.92721, 'confidence': 0.95, 'strategy': 'evo_allocator_rescue', 'signal_strength': 0.011833210117711213, 'feature': {'ready': True, 'source': 'NORMAL', 'trend': 0.006182450898622349, 'long_trend': -0.0015292969075588747, 'volatility': 0.003200328859619616, 'momentum': 0.005650759219088863, 'one_tick_momentum': 0.0, 'signal_strength': 0.011833210117711213, 'price': 0.92721, 'symbol_regime': 'SYMBOL_BREAKOUT_UP', 'symbol_trend_score': 0.011268134195802327, 'breakout_score': 0.010468051980897423, 'trend_quality': 0.011268134195802327, 'is_symbol_uptrend': True, 'is_symbol_downtrend': False, 'is_choppy': False}, 'source': 'allocator_opportunity_rescue', 'qfos_allocator_rescue_score': 0.057911608560366666, 'slippage_bps': 0, 'shadow_mode': False, 'live': False}]
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=1 proposed_fills=1 symbols=['GUA/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] ENTRY_BLOCKED regime=SIDEWAYS exposure_pct=0.0649 limit=0.0450 blocked=['GUA/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] execution_filter before=1 after=0
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 99.99, 'cash': 93.5, 'exposure': 6.49, 'exposure_pct': 0.0649, 'positions': {'BEAT/USDT': 1.44058, 'TRIA/USDT': 39.872408, 'CAKE/USDT': 1.001611, 'ULTIMA/USDT': 0.000856}, 'orders': 0, 'rejected': [], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T07:06:37.761139Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   UBOX/USDT | source=NORMAL direction=None strength=0.0311 momentum=0.0
quant-1  |   GUA/USDT | source=NORMAL direction=None strength=0.0118 momentum=0.00565
quant-1  |   SENS/USDT | source=NORMAL direction=None strength=0.0098 momentum=0.0
quant-1  |   BEAT/USDT | source=NORMAL direction=None strength=0.0038 momentum=0.00222
quant-1  |   AIXDROP/USDT | source=NORMAL direction=None strength=0.002 momentum=0.00041
quant-1  | ========================================================================
quant-1  | 
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=BEAT/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=BEAT/USDT qty=1.440579689266961 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=BEAT/USDT open_qty=1.440579689266961 latest_sell_qty=1.440579689266961 latest_id=1 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=TRIA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=TRIA/USDT qty=39.87240829346092 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=TRIA/USDT open_qty=39.87240829346092 latest_sell_qty=39.87240829346092 latest_id=3 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=CAKE/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=CAKE/USDT qty=1.0016108270000519 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=CAKE/USDT open_qty=1.0016108270000519 latest_sell_qty=1.0016108270000519 latest_id=2 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ULTIMA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ULTIMA/USDT qty=0.0008558071481247619 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ULTIMA/USDT open_qty=0.0008558071481247619 latest_sell_qty=0.0008558071481247619 latest_id=4 source=auto_phase2h_reconciler
quant-1  | [QFOS_AUTO_STALE_RECONCILER] reconciled=BEAT/USDT,TRIA/USDT,CAKE/USDT,ULTIMA/USDT source=auto_phase2h_reconciler
quant-1  | [PORTFOLIO_RECONCILER] synced equity=99.9887 cash=99.9887 exposure=0.0000 realized=-0.0113 unrealized=0.0000 drawdown=-0.0113% regime=SIDEWAYS
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.67e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 63832.15, 'ETH/USDT': 1781.82, 'SOL/USDT': 70.01, 'USDC/USDT': 1.00059, 'XRP/USDT': 1.1831, 'DOGE/USDT': 0.08939, 'BNB/USDT': 603.45, 'TRIA/USDT': 0.03136, 'TRX/USDT': 0.332, 'BSB/USDT': 0.23189, 'ADA/USDT': 0.197, 'USD1/USDT': 0.99968, 'INJ/USDT': 6.215, 'SUI/USDT': 0.795, 'LTC/USDT': 46.48, 'HYPE/USDT': 69.44, 'BCH/USDT': 243.3, 'ZEC/USDT': 573.71, 'GOLD(PAXG)/USDT': 4462.0, 'FIL/USDT': 0.8644, 'TAO/USDT': 218.8, 'DOT/USDT': 1.058, 'TON/USDT': 1.769, 'TRUMP/USDT': 1.837, 'BILL/USDT': 0.08476, 'NEAR/USDT': 2.456, 'BEAT/USDT': 1.38868, 'ULTIMA/USDT': 2331.04, 'MX/USDT': 1.7519, 'GUA/USDT': 0.92721, 'ONDO/USDT': 0.38385, 'ASTER/USDT': 0.6604, 'EDEN/USDT': 0.04494, 'EUR/USDT': 1.1615, 'ETHFI/USDT': 0.3358, 'GENIUS/USDT': 0.46835, 'RAIN/USDT': 0.0139972, 'XMR/USDT': 356.15, 'UBOX/USDT': 0.0024, 'LINK/USDT': 8.13, 'DASH/USDT': 35.78, 'SHIB/USDT': 5.032e-06, 'PLAY/USDT': 0.10055, 'AVAX/USDT': 7.882, 'PENGU/USDT': 0.006838, 'WXT/USDT': 0.016407, 'ATOM/USDT': 1.811, 'IN/USDT': 0.101, 'TTN/USDT': 0.05032, 'ATLA/USDT': 182.5657, 'PENDLE/USDT': 1.335, 'AIXDROP/USDT': 0.00022122, 'SENS/USDT': 0.00565, 'TIA/USDT': 0.3488, 'BDX/USDT': 0.07875, '9BIT/USDT': 0.046915, 'JGGL/USDT': 1.9155, 'CAKE/USDT': 1.243, 'BOB/USDT': 0.006388}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 63832.15, 'ETH/USDT': 1781.82, 'SOL/USDT': 70.01, 'USDC/USDT': 1.00059, 'XRP/USDT': 1.1831, 'DOGE/USDT': 0.08939, 'BNB/USDT': 603.45, 'TRIA/USDT': 0.03136, 'TRX/USDT': 0.332, 'BSB/USDT': 0.23189, 'ADA/USDT': 0.197, 'USD1/USDT': 0.99968, 'INJ/USDT': 6.215, 'SUI/USDT': 0.795, 'LTC/USDT': 46.48, 'HYPE/USDT': 69.44, 'BCH/USDT': 243.3, 'ZEC/USDT': 573.71, 'GOLD(PAXG)/USDT': 4462.0, 'FIL/USDT': 0.8644, 'TAO/USDT': 218.8, 'DOT/USDT': 1.058, 'TON/USDT': 1.769, 'TRUMP/USDT': 1.837, 'BILL/USDT': 0.08476, 'NEAR/USDT': 2.456, 'BEAT/USDT': 1.38868, 'ULTIMA/USDT': 2331.04, 'MX/USDT': 1.7519, 'GUA/USDT': 0.92721, 'ONDO/USDT': 0.38385, 'ASTER/USDT': 0.6604, 'EDEN/USDT': 0.04494, 'EUR/USDT': 1.1615, 'ETHFI/USDT': 0.3358, 'GENIUS/USDT': 0.46835, 'RAIN/USDT': 0.0139972, 'XMR/USDT': 356.15, 'UBOX/USDT': 0.0024, 'LINK/USDT': 8.13, 'DASH/USDT': 35.78, 'SHIB/USDT': 5.032e-06, 'PLAY/USDT': 0.10055, 'AVAX/USDT': 7.882, 'PENGU/USDT': 0.006838, 'WXT/USDT': 0.016407, 'ATOM/USDT': 1.811, 'IN/USDT': 0.101, 'TTN/USDT': 0.05032, 'ATLA/USDT': 182.5657, 'PENDLE/USDT': 1.335, 'AIXDROP/USDT': 0.00022122, 'SENS/USDT': 0.00565, 'TIA/USDT': 0.3488, 'BDX/USDT': 0.07875, '9BIT/USDT': 0.046915, 'JGGL/USDT': 1.9155, 'CAKE/USDT': 1.243, 'BOB/USDT': 0.006388}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.8248, 'top_matches': 1, 'top_strategy': 'evo_1492'}
quant-1  | ALLOCATOR BEST: strategy=evo_1492 score=0.8248 matches=1 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP UBOX/USDT: strict_filter trend=0.00509 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP GUA/USDT: strategy_threshold trend_ok=True momentum_ok=True long_trend_ok=True one_tick_ok=False trend=0.00654 momentum=0.00565 one_tick=0.00000 signal=0.01219
quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=0.00373 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BEAT/USDT: cooldown
quant-1  | ALLOCATOR SKIP RAIN/USDT: strict_filter trend=-0.00248 momentum=0.00256 one_tick=-0.00003
quant-1  | ALLOCATOR SKIP NEAR/USDT: strict_filter trend=-0.00202 momentum=0.00245 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PLAY/USDT: strict_filter trend=-0.00227 momentum=0.00189 one_tick=0.00000
quant-1  | ALLOCATOR SKIP AIXDROP/USDT: strict_filter trend=0.00088 momentum=-0.00050 one_tick=0.00054
quant-1  | ALLOCATOR SKIP TIA/USDT: strict_filter trend=-0.00202 momentum=0.00172 one_tick=0.00000
quant-1  | ALLOCATOR SKIP HYPE/USDT: strict_filter trend=-0.00190 momentum=0.00159 one_tick=0.00043
quant-1  | ALLOCATOR SKIP TRIA/USDT: cooldown
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=-0.00174 momentum=0.00111 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BILL/USDT: strict_filter trend=-0.00137 momentum=0.00106 one_tick=0.00000
quant-1  | ALLOCATOR SKIP FIL/USDT: strict_filter trend=-0.00406 momentum=0.00104 one_tick=0.00012
quant-1  | ALLOCATOR SKIP CAKE/USDT: cooldown
quant-1  | ALLOCATOR SKIP ULTIMA/USDT: cooldown
quant-1  | ALLOCATOR SKIP ATLA/USDT: strict_filter trend=-0.00191 momentum=0.00057 one_tick=-0.00000
quant-1  | ALLOCATOR SKIP BNB/USDT: strict_filter trend=-0.00149 momentum=0.00043 one_tick=-0.00002
quant-1  | ALLOCATOR SKIP EDEN/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=True trend=0.00009 momentum=0.00022 one_tick=0.00022 signal=0.00031
quant-1  | ALLOCATOR SKIP TTN/USDT: strict_filter trend=-0.00062 momentum=0.00020 one_tick=0.00000
quant-1  | ALLOCATOR SKIP 9BIT/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=True trend=0.00006 momentum=0.00006 one_tick=0.00006 signal=0.00020
quant-1  | ALLOCATOR SKIP ASTER/USDT: strict_filter trend=-0.00205 momentum=0.00015 one_tick=0.00045
quant-1  | ALLOCATOR SKIP GOLD(PAXG)/USDT: strict_filter trend=-0.00003 momentum=-0.00011 one_tick=0.00000
quant-1  | ALLOCATOR SKIP MX/USDT: strict_filter trend=-0.00003 momentum=0.00000 one_tick=0.00006
quant-1  | ALLOCATOR SKIP USDC/USDT: strict_filter trend=-0.00000 momentum=0.00001 one_tick=0.00000
quant-1  | ALLOCATOR SKIP USD1/USDT: strict_filter trend=-0.00003 momentum=-0.00001 one_tick=-0.00001
quant-1  | ALLOCATOR SKIP EUR/USDT: strict_filter trend=0.00001 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BTC/USDT: strict_filter trend=-0.00125 momentum=-0.00029 one_tick=-0.00006
quant-1  | ALLOCATOR SKIP ETH/USDT: strict_filter trend=-0.00183 momentum=-0.00007 one_tick=0.00004
quant-1  | ALLOCATOR SKIP SOL/USDT: strict_filter trend=-0.00187 momentum=-0.00086 one_tick=0.00000
quant-1  | ALLOCATOR SKIP XRP/USDT: strict_filter trend=-0.00197 momentum=-0.00076 one_tick=-0.00017
quant-1  | ALLOCATOR SKIP DOGE/USDT: strict_filter trend=-0.00159 momentum=-0.00034 one_tick=0.00022
quant-1  | ALLOCATOR SKIP TRX/USDT: strict_filter trend=-0.00015 momentum=-0.00090 one_tick=-0.00030
quant-1  | ALLOCATOR SKIP BSB/USDT: strict_filter trend=-0.00108 momentum=-0.00082 one_tick=-0.00082
quant-1  | ALLOCATOR SKIP ADA/USDT: strict_filter trend=-0.00144 momentum=0.00000 one_tick=0.00051
quant-1  | ALLOCATOR SKIP INJ/USDT: strict_filter trend=-0.00279 momentum=-0.00032 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SUI/USDT: strict_filter trend=-0.00237 momentum=-0.00201 one_tick=-0.00038
quant-1  | ALLOCATOR SKIP LTC/USDT: strict_filter trend=-0.00080 momentum=0.00000 one_tick=-0.00022
quant-1  | ALLOCATOR SKIP BCH/USDT: strict_filter trend=-0.00099 momentum=-0.00082 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ZEC/USDT: strict_filter trend=-0.00452 momentum=-0.00040 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TAO/USDT: strict_filter trend=-0.00316 momentum=-0.00082 one_tick=0.00050
quant-1  | ALLOCATOR SKIP DOT/USDT: strict_filter trend=-0.00231 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=-0.00237 momentum=0.00000 one_tick=-0.00056
quant-1  | ALLOCATOR SKIP TRUMP/USDT: strict_filter trend=-0.00155 momentum=-0.00109 one_tick=-0.00054
quant-1  | ALLOCATOR SKIP ONDO/USDT: strict_filter trend=-0.00386 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ETHFI/USDT: strict_filter trend=-0.00341 momentum=-0.00089 one_tick=0.00000
quant-1  | ALLOCATOR SKIP GENIUS/USDT: strict_filter trend=-0.00207 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP MOGU/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP XMR/USDT: strict_filter trend=-0.00184 momentum=-0.00045 one_tick=0.00017
quant-1  | ALLOCATOR SKIP LINK/USDT: strict_filter trend=-0.00262 momentum=-0.00098 one_tick=0.00000
quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=-0.00103 momentum=-0.00167 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SHIB/USDT: strict_filter trend=-0.00148 momentum=-0.00099 one_tick=0.00000
quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=-0.00230 momentum=-0.00089 one_tick=-0.00038
quant-1  | ALLOCATOR SKIP PENGU/USDT: strict_filter trend=-0.00270 momentum=0.00000 one_tick=-0.00044
quant-1  | ALLOCATOR SKIP WXT/USDT: strict_filter trend=-0.00121 momentum=-0.00043 one_tick=0.00000
quant-1  | ALLOCATOR SKIP IN/USDT: strict_filter trend=-0.00203 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PENDLE/USDT: strict_filter trend=-0.00064 momentum=-0.00447 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BDX/USDT: strict_filter trend=-0.00023 momentum=0.00000 one_tick=0.00025
quant-1  | ALLOCATOR SKIP JGGL/USDT: strict_filter trend=-0.00173 momentum=-0.00094 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BOB/USDT: strict_filter trend=-0.00237 momentum=0.00000 one_tick=0.00000
quant-1  | [QUALITY_RANK] top-0: 
quant-1  | ENTRY QUALITY TOP 10: []
quant-1  | [ALLOCATOR_RESCUE] selected symbol=GUA/USDT strategy=evo_allocator_rescue score=0.059641 signal=0.012193 breakout=0.010828 trend=0.006543 momentum=0.005651 one_tick=0.000000 value=1.2499 confidence=0.950
quant-1  | [ALLOCATOR_RESCUE] injected_orders count=1
