quant-1  | ALLOCATOR SKIP ETH/USDT: strict_filter trend=-0.00078 momentum=0.00036 one_tick=-0.00032
quant-1  | ORDERS: []
quant-1  | [EXPECTANCY_PATCH] before=0 after=0 exits=0
quant-1  | [EXPECTANCY_PATCH] before=0 after=0 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=0 proposed_fills=0 symbols=[]
quant-1  | [PROFIT_ENGINE_GUARD] execution_filter before=0 after=0
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 99.98, 'cash': 93.5, 'exposure': 6.49, 'exposure_pct': 0.0649, 'positions': {'BEAT/USDT': 1.44058, 'TRIA/USDT': 39.872408, 'CAKE/USDT': 1.001611, 'ULTIMA/USDT': 0.000856}, 'orders': 0, 'rejected': [], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T07:05:20.419710Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   UBOX/USDT | source=NORMAL direction=None strength=0.014 momentum=0.0
quant-1  |   SENS/USDT | source=NORMAL direction=None strength=0.0125 momentum=0.0
quant-1  |   GUA/USDT | source=NORMAL direction=None strength=0.0076 momentum=0.0
quant-1  |   ZEC/USDT | source=NORMAL direction=None strength=0.0036 momentum=0.00362
quant-1  |   IN/USDT | source=NORMAL direction=None strength=0.0027 momentum=0.00268
quant-1  | ========================================================================
quant-1  | 
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BEAT/USDT reason=default_sideways signal=0.000000 breakout=0.000000 trend_quality=0.000000 momentum=-0.000513 one_tick=-0.000476 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BEAT/USDT reason=default_sideways signal=0.000000 breakout=0.000000 trend_quality=0.000000 momentum=-0.000513 one_tick=-0.000476 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.001594 breakout=0.001316 trend_quality=0.000000 momentum=0.001594 one_tick=0.000637 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.001594 breakout=0.001316 trend_quality=0.000000 momentum=0.001594 one_tick=0.000637 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.000000 breakout=0.000158 trend_quality=0.000000 momentum=0.000000 one_tick=0.001610 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=CAKE/USDT reason=default_sideways signal=0.000000 breakout=0.000158 trend_quality=0.000000 momentum=0.000000 one_tick=0.001610 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.000000 breakout=0.000000 trend_quality=0.000000 momentum=-0.000004 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.000000 breakout=0.000000 trend_quality=0.000000 momentum=-0.000004 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE_GUARD] WATCHDOG action=CLOSE_WEAKEST regime=SIDEWAYS exposure_pct=0.0649 symbol=CAKE/USDT reason=sideways_hard_exposure_guard class=SIDEWAYS_SCALP effective=SIDEWAYS_SCALP ret_pct=-0.003205 unrealized=-0.004006
quant-1  | [PE_SELL_SOURCE_GUARD_ERROR] symbol=unknown error=NameError("name 'conn' is not defined")
quant-1  | [PROFIT_ENGINE] selling symbol=CAKE/USDT reason=sideways_hard_exposure_guard qty=1.00161083 mark=1.24400000 pnl=-0.004006
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=CAKE/USDT reason=tombstone_rezero_stale_restored_position source=profit_engine cleared=none
quant-1  | [SELL_TOMBSTONE_RECONCILED_STALE_POSITION] symbol=CAKE/USDT existing_qty=1.0016108270000519 requested_qty=1.0016108270000519 strategy=sideways_hard_exposure_guard source=profit_engine
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BEAT/USDT reason=default_sideways signal=0.000000 breakout=0.000000 trend_quality=0.000000 momentum=-0.000513 one_tick=-0.000476 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=BEAT/USDT reason=default_sideways signal=0.000000 breakout=0.000000 trend_quality=0.000000 momentum=-0.000513 one_tick=-0.000476 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.001594 breakout=0.001316 trend_quality=0.000000 momentum=0.001594 one_tick=0.000637 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=TRIA/USDT reason=default_sideways signal=0.001594 breakout=0.001316 trend_quality=0.000000 momentum=0.001594 one_tick=0.000637 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.000000 breakout=0.000000 trend_quality=0.000000 momentum=-0.000004 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [POLICY_V2] class SIDEWAYS_SCALP symbol=ULTIMA/USDT reason=default_sideways signal=0.000000 breakout=0.000000 trend_quality=0.000000 momentum=-0.000004 one_tick=0.000000 regime=SYMBOL_NEUTRAL
quant-1  | [PROFIT_ENGINE_GUARD] WATCHDOG action=CLOSE_WEAKEST regime=SIDEWAYS exposure_pct=0.0524 symbol=ULTIMA/USDT reason=sideways_hard_exposure_guard class=SIDEWAYS_SCALP effective=SIDEWAYS_SCALP ret_pct=-0.000240 unrealized=-0.000479
quant-1  | [PE_SELL_SOURCE_GUARD_ERROR] symbol=unknown error=NameError("name 'conn' is not defined")
quant-1  | [PROFIT_ENGINE] selling symbol=ULTIMA/USDT reason=sideways_hard_exposure_guard qty=0.00085581 mark=2331.46000000 pnl=-0.000479
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ULTIMA/USDT reason=tombstone_rezero_stale_restored_position source=profit_engine cleared=none
quant-1  | [SELL_TOMBSTONE_RECONCILED_STALE_POSITION] symbol=ULTIMA/USDT existing_qty=0.0008558071481247619 requested_qty=0.0008558071481247619 strategy=sideways_hard_exposure_guard source=profit_engine
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=BEAT/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=BEAT/USDT qty=1.440579689266961 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=BEAT/USDT open_qty=1.440579689266961 latest_sell_qty=1.440579689266961 latest_id=1 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=TRIA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=TRIA/USDT qty=39.87240829346092 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=TRIA/USDT open_qty=39.87240829346092 latest_sell_qty=39.87240829346092 latest_id=3 source=auto_phase2h_reconciler
quant-1  | [QFOS_AUTO_STALE_RECONCILER] reconciled=BEAT/USDT,TRIA/USDT source=auto_phase2h_reconciler
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.67e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 63889.91, 'ETH/USDT': 1783.41, 'SOL/USDT': 70.09, 'USDC/USDT': 1.00059, 'XRP/USDT': 1.1843, 'DOGE/USDT': 0.0894, 'BNB/USDT': 604.12, 'TRIA/USDT': 0.03139, 'TRX/USDT': 0.3322, 'BSB/USDT': 0.23225, 'ADA/USDT': 0.1969, 'USD1/USDT': 0.99968, 'INJ/USDT': 6.22, 'SUI/USDT': 0.7966, 'LTC/USDT': 46.5, 'HYPE/USDT': 69.41, 'BCH/USDT': 243.8, 'ZEC/USDT': 576.73, 'GOLD(PAXG)/USDT': 4463.96, 'FIL/USDT': 0.8658, 'TAO/USDT': 218.93, 'DOT/USDT': 1.059, 'TON/USDT': 1.77, 'TRUMP/USDT': 1.838, 'BILL/USDT': 0.08484, 'NEAR/USDT': 2.4395, 'BEAT/USDT': 1.38492, 'ULTIMA/USDT': 2330.98, 'MX/USDT': 1.7519, 'GUA/USDT': 0.922, 'ONDO/USDT': 0.3841, 'ASTER/USDT': 0.6606, 'EDEN/USDT': 0.04485, 'EUR/USDT': 1.1615, 'ETHFI/USDT': 0.336, 'GENIUS/USDT': 0.47056, 'RAIN/USDT': 0.0140307, 'XMR/USDT': 356.74, 'UBOX/USDT': 0.0024, 'LINK/USDT': 8.142, 'DASH/USDT': 35.8, 'SHIB/USDT': 5.036e-06, 'PLAY/USDT': 0.10062, 'AVAX/USDT': 7.891, 'PENGU/USDT': 0.006843, 'WXT/USDT': 0.016426, 'ATOM/USDT': 1.812, 'IN/USDT': 0.10139, 'TTN/USDT': 0.05033, 'ATLA/USDT': 182.7763, 'PENDLE/USDT': 1.332, 'AIXDROP/USDT': 0.00022106, 'SENS/USDT': 0.00565, 'TIA/USDT': 0.3489, 'BDX/USDT': 0.07872, '9BIT/USDT': 0.0469, 'JGGL/USDT': 1.9177, 'CAKE/USDT': 1.243, 'BOB/USDT': 0.006419}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 63889.91, 'ETH/USDT': 1783.41, 'SOL/USDT': 70.09, 'USDC/USDT': 1.00059, 'XRP/USDT': 1.1843, 'DOGE/USDT': 0.0894, 'BNB/USDT': 604.12, 'TRIA/USDT': 0.03139, 'TRX/USDT': 0.3322, 'BSB/USDT': 0.23225, 'ADA/USDT': 0.1969, 'USD1/USDT': 0.99968, 'INJ/USDT': 6.22, 'SUI/USDT': 0.7966, 'LTC/USDT': 46.5, 'HYPE/USDT': 69.41, 'BCH/USDT': 243.8, 'ZEC/USDT': 576.73, 'GOLD(PAXG)/USDT': 4463.96, 'FIL/USDT': 0.8658, 'TAO/USDT': 218.93, 'DOT/USDT': 1.059, 'TON/USDT': 1.77, 'TRUMP/USDT': 1.838, 'BILL/USDT': 0.08484, 'NEAR/USDT': 2.4395, 'BEAT/USDT': 1.38492, 'ULTIMA/USDT': 2330.98, 'MX/USDT': 1.7519, 'GUA/USDT': 0.922, 'ONDO/USDT': 0.3841, 'ASTER/USDT': 0.6606, 'EDEN/USDT': 0.04485, 'EUR/USDT': 1.1615, 'ETHFI/USDT': 0.336, 'GENIUS/USDT': 0.47056, 'RAIN/USDT': 0.0140307, 'XMR/USDT': 356.74, 'UBOX/USDT': 0.0024, 'LINK/USDT': 8.142, 'DASH/USDT': 35.8, 'SHIB/USDT': 5.036e-06, 'PLAY/USDT': 0.10062, 'AVAX/USDT': 7.891, 'PENGU/USDT': 0.006843, 'WXT/USDT': 0.016426, 'ATOM/USDT': 1.812, 'IN/USDT': 0.10139, 'TTN/USDT': 0.05033, 'ATLA/USDT': 182.7763, 'PENDLE/USDT': 1.332, 'AIXDROP/USDT': 0.00022106, 'SENS/USDT': 0.00565, 'TIA/USDT': 0.3489, 'BDX/USDT': 0.07872, '9BIT/USDT': 0.0469, 'JGGL/USDT': 1.9177, 'CAKE/USDT': 1.243, 'BOB/USDT': 0.006419}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.0, 'top_matches': 0, 'top_strategy': 'evo_1492'}
quant-1  | ALLOCATOR BLOCK: no_allowed_positive_strategy top_scores=[{'strategy': 'evo_1492', 'score': 0.0, 'matches': 0}, {'strategy': 'evo_1492_m', 'score': 0.0, 'matches': 0}, {'strategy': 'evo_4606', 'score': 0.0, 'matches': 0}, {'strategy': 'evo_4606_m', 'score': 0.0, 'matches': 0}, {'strategy': 'evo_2908', 'score': 0.0, 'matches': 0}]
quant-1  | [QUALITY_RANK] top-0: 
quant-1  | ENTRY QUALITY TOP 10: []
quant-1  | [ALLOCATOR_RESCUE] skipped reason=hard_exposure_gate exposure_pct=0.0524
