quant-1  | ALLOCATOR SKIP ETHFI/USDT: strict_filter trend=0.00079 momentum=0.00000 one_tick=0.00000
quant-1  | ORDERS: [{'symbol': 'HYPE/USDT', 'side': 'buy', 'quantity': 0.05850230433888139, 'expected_price': 70.0, 'fill_price': 70.042, 'slippage_bps': 6, 'strategy': 'evo_1492', 'confidence': 0.9, 'shadow_mode': False, 'live': False}]
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXPECTANCY_PATCH] before=1 after=1 exits=0
quant-1  | [EXECUTION_STAGE] handoff raw_orders=1 proposed_fills=1 symbols=['HYPE/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] ENTRY_BLOCKED regime=SIDEWAYS exposure_pct=0.0645 limit=0.0450 blocked=['HYPE/USDT']
quant-1  | [PROFIT_ENGINE_GUARD] execution_filter before=1 after=0
quant-1  | [EXECUTION_STAGE] begin_apply proposed_fills=0
quant-1  | [EXECUTION_STAGE] final_applied_fills=0
quant-1  | {'regime': 'SIDEWAYS', 'equity': 99.97, 'cash': 93.52, 'exposure': 6.46, 'exposure_pct': 0.0646, 'positions': {'TRIA/USDT': 39.872408, 'CAKE/USDT': 1.001611, 'ULTIMA/USDT': 0.000856, 'ZEC/USDT': 0.003399}, 'orders': 0, 'rejected': [], 'status': 'ok', 'paused': False, 'risk_status': 'SAFE', 'shadow_positions': {}}
quant-1  | 
quant-1  | ========================================================================
quant-1  | QUANT FUND OS ├óΓé¼ΓÇ¥ CYCLE DIAGNOSTIC
quant-1  | Time: 2026-06-04T07:12:28.265039Z
quant-1  | Market symbols: 59
quant-1  | Feature symbols: 59
quant-1  | Orders/applied fills: 0
quant-1  | Empty feature cycles: 0
quant-1  | No-trade reason: features_exist_but_no_orders
quant-1  | Note: main_loop_after_execution
quant-1  | Top features/signals:
quant-1  |   UBOX/USDT | source=NORMAL direction=None strength=0.2634 momentum=0.16681
quant-1  |   GUA/USDT | source=NORMAL direction=None strength=0.0374 momentum=0.00431
quant-1  |   SENS/USDT | source=NORMAL direction=None strength=0.0082 momentum=0.0
quant-1  |   BEAT/USDT | source=NORMAL direction=None strength=0.0062 momentum=0.00326
quant-1  |   HYPE/USDT | source=NORMAL direction=None strength=0.0049 momentum=0.00143
quant-1  | ========================================================================
quant-1  | 
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=TRIA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=TRIA/USDT qty=39.87240829346092 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=TRIA/USDT open_qty=39.87240829346092 latest_sell_qty=39.87240829346092 latest_id=3 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=CAKE/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=CAKE/USDT qty=1.0016108270000519 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=CAKE/USDT open_qty=1.0016108270000519 latest_sell_qty=1.0016108270000519 latest_id=2 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ULTIMA/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ULTIMA/USDT qty=0.0008558071481247619 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ULTIMA/USDT open_qty=0.0008558071481247619 latest_sell_qty=0.0008558071481247619 latest_id=4 source=auto_phase2h_reconciler
quant-1  | [QFOS_RUNTIME_STATE_CLEANUP] symbol=ZEC/USDT reason=db_stale_closed_position_reconciled source=auto_phase2h_reconciler cleared=none
quant-1  | [QFOS_SYMBOL_CLOSED_TOMBSTONE_SET] symbol=ZEC/USDT qty=0.00339913680731437 strategy=sideways_hard_exposure_guard source=auto_phase2h_reconciler
quant-1  | [QFOS_DB_STALE_POSITION_RECONCILED] symbol=ZEC/USDT open_qty=0.00339913680731437 latest_sell_qty=0.00339913680731437 latest_id=5 source=auto_phase2h_reconciler
quant-1  | [QFOS_AUTO_STALE_RECONCILER] reconciled=TRIA/USDT,CAKE/USDT,ULTIMA/USDT,ZEC/USDT source=auto_phase2h_reconciler
quant-1  | MARKET DATA REJECT invalid MOGU/USDT: 2.67e-09
quant-1  | MARKET TICK DATA RAW: {'BTC/USDT': 63782.67, 'ETH/USDT': 1780.08, 'SOL/USDT': 69.94, 'USDC/USDT': 1.0006, 'XRP/USDT': 1.1805, 'DOGE/USDT': 0.08941, 'BNB/USDT': 602.66, 'TRIA/USDT': 0.03131, 'TRX/USDT': 0.332, 'BSB/USDT': 0.2307, 'ADA/USDT': 0.1967, 'USD1/USDT': 0.99967, 'INJ/USDT': 6.226, 'SUI/USDT': 0.7937, 'LTC/USDT': 46.42, 'HYPE/USDT': 70.0, 'BCH/USDT': 243.6, 'ZEC/USDT': 580.26, 'GOLD(PAXG)/USDT': 4459.04, 'FIL/USDT': 0.8639, 'TAO/USDT': 218.67, 'DOT/USDT': 1.056, 'TON/USDT': 1.771, 'TRUMP/USDT': 1.835, 'BILL/USDT': 0.08487, 'NEAR/USDT': 2.4411, 'BEAT/USDT': 1.40055, 'ULTIMA/USDT': 2329.02, 'MX/USDT': 1.7519, 'GUA/USDT': 0.98579, 'ONDO/USDT': 0.38483, 'ASTER/USDT': 0.6605, 'EDEN/USDT': 0.04527, 'EUR/USDT': 1.1615, 'ETHFI/USDT': 0.335, 'GENIUS/USDT': 0.46951, 'RAIN/USDT': 0.0139756, 'XMR/USDT': 357.0, 'UBOX/USDT': 0.0024, 'LINK/USDT': 8.126, 'DASH/USDT': 35.75, 'SHIB/USDT': 5.03e-06, 'PLAY/USDT': 0.09966, 'AVAX/USDT': 7.87, 'PENGU/USDT': 0.006826, 'WXT/USDT': 0.016401, 'ATOM/USDT': 1.807, 'IN/USDT': 0.10125, 'TTN/USDT': 0.05026, 'ATLA/USDT': 184.0655, 'PENDLE/USDT': 1.339, 'AIXDROP/USDT': 0.00022085, 'SENS/USDT': 0.00574, 'TIA/USDT': 0.3473, 'BDX/USDT': 0.07874, '9BIT/USDT': 0.046895, 'JGGL/USDT': 1.9135, 'CAKE/USDT': 1.242, 'BOB/USDT': 0.006386}
quant-1  | MARKET TICK DATA VALIDATED: {'BTC/USDT': 63782.67, 'ETH/USDT': 1780.08, 'SOL/USDT': 69.94, 'USDC/USDT': 1.0006, 'XRP/USDT': 1.1805, 'DOGE/USDT': 0.08941, 'BNB/USDT': 602.66, 'TRIA/USDT': 0.03131, 'TRX/USDT': 0.332, 'BSB/USDT': 0.2307, 'ADA/USDT': 0.1967, 'USD1/USDT': 0.99967, 'INJ/USDT': 6.226, 'SUI/USDT': 0.7937, 'LTC/USDT': 46.42, 'HYPE/USDT': 70.0, 'BCH/USDT': 243.6, 'ZEC/USDT': 580.26, 'GOLD(PAXG)/USDT': 4459.04, 'FIL/USDT': 0.8639, 'TAO/USDT': 218.67, 'DOT/USDT': 1.056, 'TON/USDT': 1.771, 'TRUMP/USDT': 1.835, 'BILL/USDT': 0.08487, 'NEAR/USDT': 2.4411, 'BEAT/USDT': 1.40055, 'ULTIMA/USDT': 2329.02, 'MX/USDT': 1.7519, 'GUA/USDT': 0.98579, 'ONDO/USDT': 0.38483, 'ASTER/USDT': 0.6605, 'EDEN/USDT': 0.04527, 'EUR/USDT': 1.1615, 'ETHFI/USDT': 0.335, 'GENIUS/USDT': 0.46951, 'RAIN/USDT': 0.0139756, 'XMR/USDT': 357.0, 'UBOX/USDT': 0.0024, 'LINK/USDT': 8.126, 'DASH/USDT': 35.75, 'SHIB/USDT': 5.03e-06, 'PLAY/USDT': 0.09966, 'AVAX/USDT': 7.87, 'PENGU/USDT': 0.006826, 'WXT/USDT': 0.016401, 'ATOM/USDT': 1.807, 'IN/USDT': 0.10125, 'TTN/USDT': 0.05026, 'ATLA/USDT': 184.0655, 'PENDLE/USDT': 1.339, 'AIXDROP/USDT': 0.00022085, 'SENS/USDT': 0.00574, 'TIA/USDT': 0.3473, 'BDX/USDT': 0.07874, '9BIT/USDT': 0.046895, 'JGGL/USDT': 1.9135, 'CAKE/USDT': 1.242, 'BOB/USDT': 0.006386}
quant-1  | [POLICY_V2] feature_snapshot_upserted count=59
quant-1  | STRATEGY SCORE DEBUG: {'ready_features': 708, 'normal_features': 708, 'top_score': 0.6691, 'top_matches': 1, 'top_strategy': 'evo_7373'}
quant-1  | ALLOCATOR BEST: strategy=evo_7373 score=0.6691 matches=1 db=/app/data/quant.db
quant-1  | ALLOCATOR SKIP UBOX/USDT: strict_filter trend=0.07767 momentum=-0.14224 one_tick=-0.14224
quant-1  | ALLOCATOR SKIP GUA/USDT: strict_filter trend=0.02139 momentum=-0.00237 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SENS/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP BEAT/USDT: cooldown
quant-1  | ALLOCATOR SKIP ATLA/USDT: strategy_threshold trend_ok=True momentum_ok=False long_trend_ok=True one_tick_ok=True trend=0.00171 momentum=0.00157 one_tick=0.00043 signal=0.00426
quant-1  | ALLOCATOR SKIP EDEN/USDT: strict_filter trend=0.00176 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP HYPE/USDT: strict_filter trend=0.00200 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP TON/USDT: strict_filter trend=0.00105 momentum=-0.00056 one_tick=0.00000
quant-1  | ALLOCATOR SKIP ZEC/USDT: cooldown
quant-1  | ALLOCATOR SKIP ADA/USDT: strict_filter trend=-0.00094 momentum=0.00102 one_tick=0.00051
quant-1  | ALLOCATOR SKIP ETHFI/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=False one_tick_ok=False trend=0.00004 momentum=0.00090 one_tick=0.00000 signal=0.00094
quant-1  | ALLOCATOR SKIP BSB/USDT: strict_filter trend=0.00087 momentum=-0.00052 one_tick=-0.00017
quant-1  | ALLOCATOR SKIP TAO/USDT: strict_filter trend=-0.00121 momentum=0.00078 one_tick=0.00000
quant-1  | ALLOCATOR SKIP LINK/USDT: strict_filter trend=-0.00001 momentum=0.00062 one_tick=0.00062
quant-1  | ALLOCATOR SKIP GENIUS/USDT: strict_filter trend=-0.00076 momentum=-0.00034 one_tick=0.00023
quant-1  | ALLOCATOR SKIP BCH/USDT: strict_filter trend=-0.00041 momentum=-0.00041 one_tick=-0.00041
quant-1  | ALLOCATOR SKIP BILL/USDT: strict_filter trend=-0.00304 momentum=-0.00035 one_tick=-0.00012
quant-1  | ALLOCATOR SKIP FIL/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=False one_tick_ok=False trend=0.00009 momentum=0.00035 one_tick=-0.00069 signal=0.00043
quant-1  | ALLOCATOR SKIP AIXDROP/USDT: strict_filter trend=0.00041 momentum=-0.00023 one_tick=0.00005
quant-1  | ALLOCATOR SKIP BNB/USDT: strict_filter trend=-0.00012 momentum=0.00035 one_tick=-0.00005
quant-1  | ALLOCATOR SKIP BDX/USDT: strategy_threshold trend_ok=False momentum_ok=False long_trend_ok=True one_tick_ok=False trend=0.00006 momentum=0.00025 one_tick=-0.00038 signal=0.00032
quant-1  | ALLOCATOR SKIP WXT/USDT: strict_filter trend=-0.00014 momentum=0.00030 one_tick=-0.00024
quant-1  | ALLOCATOR SKIP SOL/USDT: strict_filter trend=-0.00036 momentum=0.00029 one_tick=-0.00043
quant-1  | ALLOCATOR SKIP PENDLE/USDT: strict_filter trend=-0.00037 momentum=-0.00149 one_tick=0.00000
quant-1  | ALLOCATOR SKIP XMR/USDT: strict_filter trend=0.00002 momentum=-0.00120 one_tick=0.00000
quant-1  | ALLOCATOR SKIP DOGE/USDT: strict_filter trend=-0.00016 momentum=0.00022 one_tick=-0.00034
quant-1  | ALLOCATOR SKIP TTN/USDT: strict_filter trend=0.00021 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP SHIB/USDT: strict_filter trend=-0.00076 momentum=0.00020 one_tick=0.00000
quant-1  | ALLOCATOR SKIP 9BIT/USDT: strict_filter trend=-0.00003 momentum=0.00017 one_tick=0.00006
quant-1  | ALLOCATOR SKIP BOB/USDT: strict_filter trend=-0.00069 momentum=0.00016 one_tick=0.00000
quant-1  | ALLOCATOR SKIP GOLD(PAXG)/USDT: strict_filter trend=-0.00019 momentum=0.00015 one_tick=0.00015
quant-1  | ALLOCATOR SKIP ASTER/USDT: strict_filter trend=-0.00123 momentum=0.00015 one_tick=0.00015
quant-1  | ALLOCATOR SKIP MX/USDT: strict_filter trend=0.00003 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP EUR/USDT: strict_filter trend=0.00002 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP USDC/USDT: strict_filter trend=0.00001 momentum=0.00000 one_tick=0.00001
quant-1  | ALLOCATOR SKIP TRX/USDT: strict_filter trend=0.00000 momentum=-0.00030 one_tick=-0.00030
quant-1  | ALLOCATOR SKIP BTC/USDT: strict_filter trend=-0.00085 momentum=-0.00029 one_tick=-0.00025
quant-1  | ALLOCATOR SKIP ETH/USDT: strict_filter trend=-0.00080 momentum=-0.00012 one_tick=0.00002
quant-1  | ALLOCATOR SKIP XRP/USDT: strict_filter trend=-0.00080 momentum=-0.00034 one_tick=-0.00068
quant-1  | ALLOCATOR SKIP TRIA/USDT: cooldown
quant-1  | ALLOCATOR SKIP USD1/USDT: strict_filter trend=-0.00001 momentum=-0.00001 one_tick=0.00000
quant-1  | ALLOCATOR SKIP INJ/USDT: strict_filter trend=-0.00038 momentum=-0.00016 one_tick=-0.00048
quant-1  | ALLOCATOR SKIP SUI/USDT: strict_filter trend=-0.00130 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP LTC/USDT: strict_filter trend=-0.00059 momentum=-0.00022 one_tick=-0.00043
quant-1  | ALLOCATOR SKIP DOT/USDT: strict_filter trend=-0.00028 momentum=0.00000 one_tick=-0.00095
quant-1  | ALLOCATOR SKIP TRUMP/USDT: strict_filter trend=-0.00076 momentum=-0.00054 one_tick=-0.00054
quant-1  | ALLOCATOR SKIP NEAR/USDT: strict_filter trend=-0.00273 momentum=0.00000 one_tick=0.00082
quant-1  | ALLOCATOR SKIP ULTIMA/USDT: cooldown
quant-1  | ALLOCATOR SKIP ONDO/USDT: strict_filter trend=-0.00084 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP RAIN/USDT: strict_filter trend=-0.00031 momentum=-0.00039 one_tick=0.00000
quant-1  | ALLOCATOR SKIP MOGU/USDT: strict_filter trend=0.00000 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP DASH/USDT: strict_filter trend=-0.00001 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PLAY/USDT: strict_filter trend=-0.00160 momentum=-0.00010 one_tick=0.00000
quant-1  | ALLOCATOR SKIP AVAX/USDT: strict_filter trend=-0.00041 momentum=-0.00038 one_tick=0.00000
quant-1  | ALLOCATOR SKIP PENGU/USDT: strict_filter trend=-0.00102 momentum=-0.00015 one_tick=0.00015
quant-1  | ALLOCATOR SKIP ATOM/USDT: strict_filter trend=-0.00097 momentum=0.00000 one_tick=0.00000
quant-1  | ALLOCATOR SKIP IN/USDT: strict_filter trend=-0.00011 momentum=-0.00423 one_tick=-0.00030
quant-1  | ALLOCATOR SKIP TIA/USDT: strict_filter trend=-0.00149 momentum=0.00000 one_tick=-0.00058
quant-1  | ALLOCATOR SKIP JGGL/USDT: strict_filter trend=-0.00077 momentum=-0.00037 one_tick=-0.00016
quant-1  | ALLOCATOR SKIP CAKE/USDT: cooldown
quant-1  | [QUALITY_RANK] top-2: BEAT/USDT(qs=0.0144,sig=0.0060), ATLA/USDT(qs=0.0094,sig=0.0043)
quant-1  | ENTRY QUALITY TOP 10: [('BEAT/USDT', 0.014388, 0.005962288902278345), ('ATLA/USDT', 0.009409, 0.004256562112546214)]
quant-1  | [ALLOCATOR_RESCUE] selected symbol=BEAT/USDT strategy=evo_allocator_rescue score=0.030225 signal=0.005962 breakout=0.005749 trend=0.000834 momentum=0.002706 one_tick=0.002505 value=1.2498 confidence=0.950
quant-1  | [ALLOCATOR_RESCUE] injected_orders count=1
